Sr. No.,Q,P1,P2,Pcd,Phd,T1,T2,T3,T4,Eff,Status,,,,
888,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
889,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
890,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
891,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
892,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
893,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
894,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
895,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
896,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
897,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
898,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
899,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
900,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
901,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
902,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
903,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
904,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
905,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
906,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
907,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
908,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
909,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
910,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
911,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
912,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
913,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
914,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
915,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
916,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
917,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
918,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
919,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
920,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
921,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
922,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
923,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
924,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
925,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
926,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
927,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
928,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
929,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
930,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
931,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
932,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
933,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
934,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
935,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
936,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
937,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
938,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
939,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
940,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
941,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
942,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
943,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
944,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
945,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
946,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
947,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
948,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
949,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
950,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
951,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
952,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
953,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
954,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
955,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
956,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
957,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
958,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
959,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
960,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
961,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
962,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
963,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
964,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
965,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
966,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
967,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
968,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
969,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
970,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
971,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
972,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
973,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
974,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
975,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
976,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
977,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
978,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
979,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
980,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
981,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
982,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
983,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
984,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
985,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
986,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
987,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
988,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
989,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
990,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
991,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
992,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
993,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
994,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
995,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
996,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
997,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
998,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
999,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
1000,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
1001,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
1002,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
1003,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
1004,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
1005,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
1006,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
1007,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
1008,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
1009,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
1010,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
1011,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
1012,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
1013,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
1014,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
1015,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
1016,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
1017,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
1018,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
1019,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
1020,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
1021,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
1022,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
1023,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
1024,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
1025,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
1026,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
1027,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
1028,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
1029,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
1030,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
1031,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
1032,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
1033,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
1034,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
1035,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
1036,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
1037,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
1038,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
1039,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
1040,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
1041,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
1042,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
1043,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
1044,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
1045,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
1046,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
1047,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
1048,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
1049,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
1050,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
1051,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
1052,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
1053,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
1054,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
1055,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
1056,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
1057,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
1058,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
1059,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
1060,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
1061,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
1062,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
1063,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
1064,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
1065,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
1066,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
1067,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
1068,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
1069,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
1070,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
1071,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
1072,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
1073,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
1074,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
1075,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
1076,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
1077,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
1078,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
1079,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
1080,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
1081,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
1082,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
1083,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
1084,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
1085,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
1086,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
1087,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
1088,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
1089,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
1090,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
1091,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
1092,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
1093,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
1094,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
1095,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
1096,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
1097,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
1098,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
1099,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
1100,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
1101,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
1102,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
1103,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
1104,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
1105,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
1106,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
1107,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
1108,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
1109,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
1110,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
1111,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
1112,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
1113,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
1114,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
1115,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
1116,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
1117,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
1118,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
1119,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
1120,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
1121,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
1122,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
1123,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
1124,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
1125,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
1126,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
1127,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
1128,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
1129,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
1130,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
1131,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
1132,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
1133,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
1134,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
1135,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
1136,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
1137,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
1138,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
1139,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
1140,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
1141,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
1142,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
1143,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
1144,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
1145,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
1146,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
1147,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
1148,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
1149,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
1150,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
1151,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
1152,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
1153,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
1154,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
1155,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
1156,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
1157,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
1158,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
1159,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
1160,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
1161,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
1162,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
1163,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
1164,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
1165,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
1166,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
1167,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
1168,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
1169,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
1170,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
1171,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
1172,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
1173,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
1174,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
1175,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
1176,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
1177,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
1178,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
1179,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
